row,col,data
8272,0,0.2404
8272,119,0.4594
8272,172,0.1933
8272,334,0.0034
8273,4,0.4678
8273,102,0.2815
8273,267,0.3316
8273,334,0.0034
8274,4,0.4678
8274,102,0.2815
8274,305,0.2619
8274,334,0.0034
8275,3,0.2130
8275,98,0.2199
8275,270,0.0961
8275,297,0.1198
8275,334,0.0034
8276,3,0.2130
8276,11,0.3290
8276,171,0.0755
8276,299,0.0752
8276,321,0.0724
8276,334,0.0034
8277,7,0.4586
8277,17,0.5005
8277,294,0.2407
8277,334,0.0034
8278,3,0.2130
8278,98,0.2199
8278,125,0.1557
8278,216,0.1509
8278,334,0.0034
8279,0,0.2404
8279,91,0.4007
8279,321,0.2173
8279,334,0.0034
8280,6,0.3305
8280,75,0.3468
8280,159,0.1034
8280,174,0.0987
8280,334,0.0034
8281,5,0.6361
8281,69,0.3874
8281,155,0.2330
8281,334,0.0034
8282,4,0.4678
8282,64,0.6584
8282,227,0.1571
8282,274,0.1461
8282,337,0.1389
8283,0,0.2404
8283,23,0.2091
8283,333,0.1981
8283,334,0.0034
8284,7,0.4586
8284,20,0.3633
8284,198,0.1229
8284,328,0.1266
8284,334,0.0034
8285,6,0.3305
8285,53,0.4257
8285,312,0.2739
8285,334,0.0034
8286,3,0.2130
8286,11,0.3290
8286,151,0.2309
8286,334,0.0034
8287,0,0.2404
8287,23,0.2091
8287,333,0.1981
8287,334,0.0034
8288,7,0.4586
8288,112,0.4833
8288,196,0.1502
8288,316,0.1461
8288,340,0.1718
8289,0,0.2404
8289,41,0.4221
8289,302,0.2506
8289,334,0.0034
8290,6,0.3305
8290,117,0.4873
8290,300,0.2545
8290,334,0.0034
8291,7,0.4586
8291,20,0.3633
8291,302,0.2506
8291,334,0.0034
8292,7,0.4586
8292,71,0.6461
8292,245,0.1369
8292,290,0.1381
8292,334,0.0034
8293,0,0.2404
8293,23,0.2091
8293,321,0.2173
8293,334,0.0034
8294,3,0.2130
8294,66,0.4795
8294,311,0.2001
8294,334,0.0034
8295,0,0.2404
8295,23,0.2091
8295,253,0.1855
8295,334,0.0034
8296,3,0.2130
8296,67,0.4689
8296,311,0.2001
8297,111,0.2370
8297,252,0.2237
8297,334,0.0034
8298,0,0.2404
8298,23,0.2091
8298,183,0.2202
8298,334,0.0034
8299,7,0.4586
8299,104,0.3247
8299,153,0.2475
8299,335,0.1009
8300,6,0.3305
8300,9,0.3584
8300,174,0.1973
8300,334,0.0034
8301,3,0.2130
8301,98,0.2199
8301,215,0.1889
8301,334,0.0034
8302,4,0.4678
8302,102,0.2815
8302,244,0.2524
8302,334,0.0034
8303,3,0.2130
8303,11,0.3290
8303,168,0.1673
8303,334,0.0034
8304,3,0.2130
8304,111,0.2370
8304,171,0.1132
8304,299,0.1128
8304,334,0.0034
8305,4,0.4678
8305,102,0.2815
8305,244,0.2524
8305,334,0.0034
8306,3,0.2130
8306,78,0.4915
8306,311,0.2001
8306,334,0.0034
8307,3,0.2130
8307,35,0.3498
8307,168,0.0558
8307,171,0.0755
8307,299,0.0752
8307,334,0.0034
8308,7,0.4586
8308,47,0.4003
8308,282,0.2472
8308,334,0.0034
8309,6,0.3305
8309,110,0.4267
8309,294,0.2407
8309,334,0.0034
8310,7,0.4586
8310,20,0.3633
8310,131,0.1576
8310,219,0.1622
8310,334,0.0034
8311,0,0.2404
8311,65,0.4056
8311,322,0.1936
8311,334,0.0034
8312,0,0.2404
8312,23,0.2091
8312,199,0.0942
8312,210,0.0898
8312,337,0.1389
8313,3,0.2130
8313,98,0.2199
8313,212,0.1662
8313,334,0.0034
8314,4,0.4678
8314,102,0.2815
8314,310,0.2968
8314,334,0.0034
8315,6,0.3305
8315,9,0.3584
8315,129,0.2752
8315,335,0.1009
8316,59,0.5742
8316,178,0.3636
8316,334,0.0034
8317,3,0.2130
8317,35,0.3498
8317,318,0.2098
8317,334,0.0034
8318,6,0.3305
8318,110,0.4267
8318,264,0.1976
8318,335,0.1009
8319,7,0.4586
8319,112,0.4833
8319,239,0.2935
8319,335,0.1009
8320,3,0.2130
8320,98,0.2199
8320,318,0.2098
8320,334,0.0034
8321,3,0.2130
8321,103,0.4514
8321,168,0.1673
8321,334,0.0034
8322,4,0.4678
8322,70,0.3208
8322,306,0.3279
8322,334,0.0034
8323,3,0.2130
8323,60,0.4467
8323,270,0.0961
8323,297,0.1198
8323,334,0.0034
8324,4,0.4678
8324,102,0.2815
8324,267,0.3316
8324,337,0.1389
8325,3,0.2130
8325,98,0.2199
8325,138,0.1111
8325,215,0.0945
8325,334,0.0034
8326,1,0.3255
8326,3,0.0710
8326,7,0.1529
8326,20,0.3633
8326,231,0.2171
8326,334,0.0034
8327,6,0.3305
8327,57,0.3833
8327,248,0.2942
8327,334,0.0034
8328,3,0.2130
8328,111,0.2370
8328,168,0.0836
8328,264,0.0988
8328,334,0.0034
8329,6,0.3305
8329,57,0.3833
8329,273,0.2684
8329,334,0.0034
8330,0,0.2404
8330,80,0.3705
8330,150,0.1167
8330,152,0.1153
8330,334,0.0034
8331,0,0.2404
8331,65,0.4056
8331,172,0.1933
8331,334,0.0034
8332,3,0.2130
8332,111,0.2370
8332,212,0.1662
8332,334,0.0034
8333,0,0.2404
8333,56,0.4557
8333,322,0.1936
8333,334,0.0034
8334,3,0.2130
8334,111,0.2370
8334,144,0.2268
8334,334,0.0034
8335,7,0.4586
8335,107,0.4289
8335,236,0.1487
8335,313,0.1528
8335,334,0.0034
8336,0,0.2404
8336,91,0.4007
8336,322,0.1936
8336,334,0.0034
8337,3,0.2130
8337,98,0.2199
8337,270,0.0961
8337,286,0.1032
8337,334,0.0034
8338,3,0.2130
8338,93,0.3792
8338,153,0.2475
8338,334,0.0034
8339,3,0.2130
8339,98,0.2199
8339,135,0.1232
8339,270,0.0961
8339,334,0.0034
8340,3,0.2130
8340,11,0.3290
8340,212,0.1662
8340,334,0.0034
8341,4,0.4678
8341,102,0.2815
8341,318,0.2098
8341,334,0.0034
8342,7,0.4586
8342,63,0.5883
8342,298,0.3033
8342,334,0.0034
8343,3,0.2130
8343,94,0.5293
8343,286,0.2065
8343,334,0.0034
8344,0,0.2404
8344,41,0.4221
8344,334,0.0034
8345,3,0.2130
8345,46,0.3814
8345,307,0.2623
8345,334,0.0034
8346,6,0.3305
8346,43,0.5262
8346,144,0.0378
8346,214,0.0363
8346,237,0.0395
8346,270,0.0320
8346,286,0.0344
8346,299,0.0376
8346,334,0.0034
8347,0,0.2404
8347,77,0.5552
8347,322,0.1936
8347,334,0.0034
8348,7,0.4586
8348,47,0.4003
8348,252,0.2237
8348,334,0.0034
8349,3,0.2130
8349,103,0.4514
8349,282,0.2472
8349,334,0.0034
8350,0,0.2404
8350,58,0.3123
8350,172,0.1933
8350,334,0.0034
8351,0,0.2404
8351,39,0.4333
8351,136,0.2187
8351,334,0.0034
8352,0,0.2404
8352,23,0.2091
8352,333,0.1981
8352,334,0.0034
8353,0,0.2404
8353,23,0.2091
8353,210,0.0898
8353,253,0.0928
8353,334,0.0034
8354,6,0.3305
8354,9,0.3584
8354,164,0.2156
8354,207,0.1224
8354,334,0.0034
8355,0,0.2404
8355,23,0.2091
8355,333,0.1981
8355,334,0.0034
8356,0,0.2404
8356,27,0.4982
8356,150,0.1167
8356,152,0.1153
8356,334,0.0034
8357,3,0.2130
8357,98,0.2199
8357,168,0.0836
8357,286,0.1032
8357,334,0.0034
8358,0,0.2404
8358,58,0.3123
8358,172,0.1933
8358,334,0.0034
8359,3,0.2130
8359,35,0.3498
8359,171,0.1132
8359,299,0.1128
8359,334,0.0034
8360,4,0.4678
8360,102,0.2815
8360,244,0.2524
8360,334,0.0034
8361,0,0.2404
8361,58,0.3123
8361,334,0.0034
8362,0,0.2404
8362,23,0.2091
8362,259,0.1986
8362,334,0.0034
8363,3,0.2130
8363,98,0.2199
8363,212,0.1662
8363,334,0.0034
8364,0,0.2404
8364,58,0.3123
8364,172,0.1933
8364,334,0.0034
8365,0,0.2404
8365,23,0.2091
8365,199,0.0628
8365,210,0.0599
8365,321,0.0724
8365,334,0.0034
8366,3,0.2130
8366,111,0.2370
8366,212,0.0831
8366,258,0.1210
8366,334,0.0034
8367,3,0.2130
8367,98,0.2199
8367,282,0.2472
8367,334,0.0034
8368,3,0.2130
8368,111,0.2370
8368,168,0.1673
8368,334,0.0034
8369,3,0.2130
8369,66,0.4795
8369,168,0.1673
8369,334,0.0034
8370,3,0.2130
8370,98,0.2199
8370,135,0.1232
8370,270,0.0961
8370,334,0.0034
8371,7,0.4586
8371,107,0.4289
8371,154,0.1256
8371,325,0.2198
8371,340,0.1718
8372,3,0.1065
8372,6,0.1653
8372,75,0.3468
8372,174,0.1973
8372,334,0.0034
8373,3,0.2130
8373,11,0.3290
8373,286,0.2065
8373,334,0.0034
8374,3,0.2130
8374,35,0.3498
8374,311,0.2001
8374,334,0.0034
8375,3,0.2130
8375,109,0.5824
8375,153,0.2475
8375,334,0.0034
8376,0,0.2404
8376,23,0.2091
8376,199,0.0628
8376,210,0.0599
8376,253,0.0618
8376,334,0.0034
8377,0,0.2404
8377,23,0.2091
8377,199,0.0628
8377,210,0.0599
8377,253,0.0618
8377,337,0.1389
8378,4,0.4678
8378,102,0.2815
8378,244,0.2524
8378,334,0.0034
8379,0,0.2404
8379,23,0.2091
8379,172,0.0966
8379,333,0.0991
8379,335,0.1009
8380,6,0.3305
8380,95,0.3682
8380,188,0.1164
8380,316,0.1461
8380,334,0.0034
8381,3,0.2130
8381,109,0.5824
8381,212,0.1662
8381,334,0.0034
8382,23,0.2091
8382,183,0.0734
8382,199,0.0628
8382,248,0.0981
8382,334,0.0034
8383,6,0.3305
8383,95,0.3682
8383,188,0.2328
8383,334,0.0034
8384,3,0.2130
8384,35,0.3498
8384,171,0.1132
8384,299,0.1128
8384,334,0.0034
8385,0,0.2404
8385,32,0.3200
8385,288,0.1949
8385,334,0.0034
8386,4,0.4678
8386,70,0.3208
8386,285,0.2810
8386,337,0.1389
8387,0,0.2404
8387,23,0.2091
8387,210,0.0898
8387,253,0.0928
8387,334,0.0034
8388,0,0.2404
8388,23,0.2091
8388,183,0.2202
8388,334,0.0034
8389,3,0.2130
8389,111,0.2370
8389,212,0.1662
8389,334,0.0034
8390,3,0.2130
8390,111,0.2370
8390,231,0.2171
8390,334,0.0034
8391,0,0.2404
8391,32,0.3200
8391,288,0.1949
8391,334,0.0034
8392,7,0.4586
8392,107,0.4289
8392,236,0.1487
8392,313,0.1528
8392,335,0.1009
8393,93,0.3792
8393,212,0.1662
8393,334,0.0034
8394,6,0.3305
8394,33,0.4632
8394,155,0.2330
8394,334,0.0034
8395,7,0.4586
8395,104,0.3247
8395,300,0.2545
8395,334,0.0034
8396,3,0.2130
8396,111,0.2370
8396,144,0.1134
8396,270,0.0961
8396,334,0.0034
8397,0,0.2404
8397,65,0.4056
8397,322,0.1936
8397,334,0.0034
8398,3,0.2130
8398,98,0.2199
8398,212,0.1662
8398,334,0.0034
8399,6,0.3305
8399,33,0.4632
8399,300,0.2545
8399,335,0.1009
8400,6,0.3305
8400,57,0.3833
8400,273,0.2684
8400,334,0.0034
8401,7,0.4586
8401,239,0.2935
8401,335,0.1009
8402,3,0.2130
8402,55,0.4601
8402,171,0.1132
8402,299,0.1128
8402,334,0.0034
8403,6,0.3305
8403,88,0.5531
8403,128,0.1282
8403,205,0.1296
8403,334,0.0034
8404,3,0.2130
8404,34,0.3870
8404,307,0.2623
8404,334,0.0034
8405,0,0.2404
8405,65,0.4056
8405,172,0.1933
8405,334,0.0034
8406,6,0.3305
8406,38,0.4333
8406,311,0.2001
8406,334,0.0034
8407,3,0.2130
8407,111,0.2370
8407,204,0.2367
8407,334,0.0034
8408,3,0.2130
8408,34,0.3870
8408,214,0.0435
8408,237,0.0473
8408,270,0.0384
8408,297,0.0479
8408,318,0.0420
8408,334,0.0034
8409,0,0.2404
8409,23,0.2091
8409,253,0.1855
8409,334,0.0034
8410,0,0.2404
8410,32,0.3200
8410,136,0.2187
8410,334,0.0034
8411,0,0.2404
8411,32,0.3200
8411,288,0.1949
8411,334,0.0034
8412,3,0.2130
8412,98,0.2199
8412,168,0.0836
8412,215,0.0945
8412,334,0.0034
8413,4,0.4678
8413,102,0.2815
8413,305,0.2619
8413,334,0.0034
8414,3,0.2130
8414,34,0.3870
8414,334,0.0034
8415,6,0.3305
8415,38,0.4333
8415,204,0.2367
8415,334,0.0034
8416,3,0.2130
8416,98,0.2199
8416,144,0.1134
8416,212,0.0831
8416,334,0.0034
8417,5,0.6361
8417,69,0.3874
8417,155,0.2330
8417,334,0.0034
8418,3,0.2130
8418,98,0.2199
8418,166,0.1074
8418,168,0.0558
8418,274,0.0974
8418,334,0.0034
8419,4,0.4678
8419,102,0.2815
8419,305,0.2619
8419,334,0.0034
8420,0,0.2404
8420,23,0.2091
8420,152,0.2305
8420,334,0.0034
8421,0,0.2404
8421,119,0.4594
8421,321,0.2173
8421,334,0.0034
8422,3,0.2130
8422,98,0.2199
8422,135,0.0821
8422,255,0.1540
8422,270,0.0641
8422,334,0.0034
8423,4,0.4678
8423,70,0.3208
8423,216,0.3018
8423,334,0.0034
8424,0,0.2404
8424,136,0.2187
8424,334,0.0034
8425,6,0.3305
8425,88,0.5531
8425,128,0.1282
8425,205,0.1296
8425,334,0.0034
8426,3,0.2130
8426,57,0.1917
8426,111,0.1185
8426,144,0.2268
8426,334,0.0034
8427,0,0.2404
8427,23,0.2091
8427,210,0.1796
8427,334,0.0034
8428,3,0.2130
8428,35,0.1749
8428,104,0.1624
8428,318,0.2098
8428,334,0.0034
8429,7,0.4586
8429,17,0.5005
8429,279,0.3025
8429,334,0.0034
8430,3,0.2130
8430,111,0.2370
8430,212,0.0831
8430,311,0.1000
8430,334,0.0034
8431,7,0.4586
8431,104,0.3247
8431,289,0.2858
8431,334,0.0034
8432,0,0.2404
8432,58,0.3123
8432,136,0.2187
8432,334,0.0034
8433,0,0.2404
8433,23,0.2091
8433,334,0.0034
8434,0,0.2404
8434,32,0.3200
8434,288,0.1949
8434,334,0.0034
8435,3,0.1065
8435,7,0.2293
8435,11,0.3290
8435,151,0.2309
8435,334,0.0034
8436,3,0.2130
8436,93,0.3792
8436,269,0.3040
8436,334,0.0034
8437,20,0.3633
8437,141,0.1707
8437,275,0.1678
8437,335,0.1009
8438,3,0.2130
8438,34,0.3870
8438,168,0.1673
8438,334,0.0034
8439,4,0.4678
8439,102,0.2815
8439,124,0.0906
8439,267,0.1105
8439,310,0.0989
8439,334,0.0034
8440,0,0.2404
8440,32,0.3200
8440,288,0.1949
8440,334,0.0034
8441,7,0.4586
8441,17,0.5005
8441,279,0.3025
8441,334,0.0034
8442,0,0.2404
8442,65,0.4056
8442,322,0.1936
8442,334,0.0034
8443,3,0.2130
8443,34,0.3870
8443,264,0.1976
8443,334,0.0034
8444,6,0.3305
8444,53,0.4257
8444,312,0.2739
8444,334,0.0034
8445,6,0.3305
8445,95,0.3682
8445,188,0.2328
8445,334,0.0034
8446,0,0.1202
8446,2,0.5000
8446,23,0.2091
8446,137,0.2852
8446,334,0.0034
8447,4,0.4678
8447,102,0.2815
8447,291,0.3033
8447,335,0.1009
8448,0,0.2404
8448,31,0.4723
8448,318,0.2098
8448,334,0.0034
8449,3,0.2130
8449,93,0.3792
8449,153,0.2475
8449,334,0.0034
8450,0,0.2404
8450,23,0.2091
8450,137,0.2852
8450,334,0.0034
8451,3,0.2130
8451,98,0.2199
8451,135,0.1232
8451,270,0.0961
8451,334,0.0034
8452,4,0.4678
8452,70,0.3208
8452,334,0.0034
8453,111,0.2370
8453,264,0.1976
8453,334,0.0034
8454,3,0.2130
8454,98,0.2199
8454,334,0.0034
8455,3,0.2130
8455,111,0.2370
8455,264,0.1976
8455,334,0.0034
8456,3,0.2130
8456,93,0.3792
8456,153,0.2475
8456,334,0.0034
8457,3,0.2130
8457,111,0.2370
8457,286,0.2065
8457,334,0.0034
8458,0,0.2404
8458,58,0.3123
8458,322,0.1936
8458,334,0.0034
8459,0,0.2404
8459,91,0.4007
8459,292,0.2842
8459,334,0.0034
8460,0,0.2404
8460,80,0.3705
8460,302,0.2506
8460,334,0.0034
8461,0,0.2404
8461,31,0.4723
8461,136,0.1094
8461,253,0.0928
8461,335,0.1009
8462,3,0.2130
8462,103,0.4514
8462,168,0.0836
8462,264,0.0988
8462,334,0.0034
8463,3,0.2130
8463,11,0.3290
8463,282,0.2472
8463,334,0.0034
8464,3,0.2130
8464,35,0.3498
8464,215,0.1889
8464,334,0.0034
8465,7,0.4586
8465,8,0.2655
8465,47,0.2002
8465,143,0.1484
8465,228,0.1443
8465,347,0.2068
8466,3,0.2130
8466,111,0.2370
8466,168,0.1673
8466,334,0.0034
8467,7,0.4586
8467,20,0.3633
8467,154,0.2512
8467,335,0.1009
8468,3,0.2130
8468,93,0.3792
8468,153,0.2475
8468,334,0.0034
8469,3,0.2130
8469,111,0.2370
8469,212,0.1662
8469,334,0.0034
8470,4,0.4678
8470,70,0.3208
8470,157,0.1520
8470,272,0.1571
8470,335,0.1009
8471,3,0.2130
8471,98,0.2199
8471,168,0.1673
8471,334,0.0034
8472,3,0.2130
8472,98,0.2199
8472,135,0.1232
8472,270,0.0961
8472,334,0.0034
8473,4,0.4678
8473,70,0.3208
8473,307,0.2623
8473,340,0.1718
8474,0,0.2404
8474,41,0.4221
8474,302,0.2506
8474,334,0.0034
8475,4,0.4678
8475,84,0.5980
8475,323,0.3303
8475,334,0.0034
8476,7,0.4586
8476,104,0.3247
8476,282,0.2472
8476,334,0.0034
8477,0,0.2404
8477,41,0.2111
8477,58,0.1562
8477,322,0.1936
8477,334,0.0034
8478,0,0.2404
8478,119,0.4594
8478,150,0.2334
8478,334,0.0034
8479,6,0.3305
8479,30,0.3764
8479,294,0.2407
8479,334,0.0034
8480,3,0.2130
8480,35,0.3498
8480,252,0.2237
8480,334,0.0034
8481,0,0.2404
8481,172,0.1933
8481,334,0.0034
8482,6,0.3305
8482,9,0.3584
8482,207,0.2448
8482,336,0.1215
8483,0,0.2404
8483,23,0.2091
8483,199,0.1885
8483,334,0.0034
8484,4,0.4678
8484,70,0.3208
8484,298,0.3033
8484,336,0.1215
8485,0,0.2404
8485,58,0.1562
8485,73,0.2572
8485,172,0.1933
8485,334,0.0034
8486,0,0.2404
8486,119,0.4594
8486,150,0.1167
8486,152,0.1153
8486,334,0.0034
8487,3,0.2130
8487,98,0.2199
8487,168,0.1673
8487,334,0.0034
8488,0,0.2404
8488,23,0.2091
8488,333,0.1981
8488,334,0.0034
8489,3,0.2130
8489,98,0.2199
8489,135,0.0616
8489,214,0.0544
8489,237,0.0592
8489,270,0.0480
8489,334,0.0034
8490,0,0.2404
8490,23,0.2091
8490,210,0.1796
8490,334,0.0034
8491,7,0.4586
8491,20,0.3633
8491,198,0.1229
8491,328,0.1266
8491,339,0.1667
8492,58,0.3123
8492,172,0.1933
8492,334,0.0034
8493,0,0.2404
8493,10,0.4380
8493,172,0.1933
8493,334,0.0034
8494,7,0.4586
8494,112,0.4833
8494,239,0.2935
8494,334,0.0034
8495,4,0.4678
8495,25,0.6521
8495,298,0.3033
8495,334,0.0034
8496,4,0.4678
8496,70,0.3208
8496,157,0.1520
8496,272,0.1571
8496,334,0.0034
8497,3,0.2130
8497,212,0.1662
8497,334,0.0034
8498,3,0.2130
8498,111,0.2370
8498,258,0.2420
8498,334,0.0034
8499,3,0.2130
8499,35,0.3498
8499,264,0.1976
8499,334,0.0034
8500,0,0.2404
8500,23,0.2091
8500,183,0.2202
8500,334,0.0034
8501,3,0.2130
8501,34,0.3870
8501,215,0.0945
8501,297,0.1198
8501,334,0.0034
8502,6,0.1653
8502,7,0.2293
8502,47,0.4003
8502,138,0.2223
8502,334,0.0034
8503,0,0.2404
8503,58,0.3123
8503,172,0.1933
8503,334,0.0034
8504,6,0.3305
8504,33,0.4632
8504,311,0.2001
8504,334,0.0034
8505,3,0.2130
8505,111,0.2370
8505,214,0.0435
8505,231,0.0434
8505,237,0.0473
8505,258,0.0484
8505,270,0.0384
8505,334,0.0034
8506,3,0.2130
8506,103,0.4514
8506,168,0.1673
8506,334,0.0034
8507,4,0.4678
8507,102,0.2815
8507,305,0.2619
8507,334,0.0034
8508,6,0.3305
8508,95,0.3682
8508,188,0.2328
8508,334,0.0034
8509,0,0.2404
8509,58,0.3123
8509,172,0.1933
8509,334,0.0034
8510,6,0.3305
8510,10,0.2190
8510,95,0.1841
8510,230,0.2330
8510,334,0.0034
8511,0,0.2404
8511,23,0.2091
8511,210,0.0898
8511,253,0.0928
8511,334,0.0034
8512,3,0.2130
8512,55,0.4601
8512,269,0.3040
8512,334,0.0034
8513,7,0.4586
8513,20,0.3633
8513,225,0.2898
8513,334,0.0034
8514,3,0.2130
8514,103,0.4514
8514,334,0.0034
8515,3,0.2130
8515,34,0.3870
8515,264,0.1976
8515,334,0.0034
8516,6,0.3305
8516,57,0.3833
8516,278,0.1285
8516,281,0.1263
8516,334,0.0034
8517,3,0.2130
8517,111,0.2370
8517,168,0.0836
8517,258,0.1210
8517,334,0.0034
8518,0,0.2404
8518,32,0.3200
8518,288,0.1949
8518,334,0.0034
8519,0,0.2404
8519,183,0.1101
8519,210,0.0898
8519,334,0.0034
8520,0,0.2404
8520,27,0.4982
8520,259,0.1986
8520,334,0.0034
8521,0,0.2404
8521,23,0.2091
8521,199,0.0377
8521,210,0.0359
8521,253,0.0371
8521,259,0.0397
8521,321,0.0435
8521,334,0.0034
8522,4,0.4678
8522,102,0.2815
8522,190,0.3048
8522,334,0.0034
8523,0,0.2404
8523,80,0.3705
8523,292,0.2842
8523,334,0.0034
8524,0,0.2404
8524,23,0.2091
8524,210,0.1796
8524,334,0.0034
8525,7,0.4586
8525,104,0.3247
8525,154,0.2512
8525,334,0.0034
8526,4,0.4678
8526,102,0.2815
8526,310,0.2968
8526,334,0.0034
8527,3,0.2130
8527,46,0.3814
8527,263,0.3413
8527,334,0.0034
8528,0,0.2404
8528,39,0.4333
8528,136,0.2187
8528,334,0.0034
8529,0,0.2404
8529,91,0.4007
8529,142,0.3161
8529,336,0.1215
8530,0,0.2404
8530,23,0.2091
8530,199,0.1885
8530,334,0.0034
8531,5,0.6361
8531,85,0.3884
8531,311,0.2001
8531,336,0.1215
8532,3,0.2130
8532,98,0.2199
8532,311,0.2001
8532,334,0.0034
8533,0,0.2404
8533,23,0.2091
8533,199,0.1885
8533,334,0.0034
8534,3,0.2130
8534,46,0.3814
8534,307,0.2623
8534,334,0.0034
8535,0,0.2404
8535,58,0.3123
8535,259,0.1986
8535,334,0.0034
8536,3,0.2130
8536,93,0.3792
8536,153,0.2475
8536,334,0.0034
8537,3,0.2130
8537,98,0.2199
8537,212,0.1662
8537,334,0.0034
8538,3,0.2130
8538,98,0.2199
8538,144,0.2268
8538,334,0.0034
8539,6,0.3305
8539,75,0.3468
8539,174,0.1973
8539,334,0.0034
8540,6,0.3305
8540,38,0.4333
8540,294,0.2407
8540,335,0.1009
8541,7,0.4586
8541,104,0.3247
8541,165,0.1616
8541,166,0.1611
8541,334,0.0034
8542,3,0.2130
8542,105,0.3152
8542,111,0.1185
8542,214,0.0544
8542,237,0.0592
8542,258,0.0605
8542,270,0.0480
8542,334,0.0034
8543,4,0.4678
8543,25,0.6521
8543,298,0.3033
8543,334,0.0034
8544,3,0.2130
8544,98,0.2199
8544,135,0.2464
8544,334,0.0034
8545,4,0.4678
8545,227,0.1047
8545,231,0.0724
8545,274,0.0974
8545,334,0.0034
8546,6,0.3305
8546,38,0.4333
8546,294,0.2407
8546,336,0.1215
8547,4,0.4678
8547,102,0.2815
8547,241,0.3279
8547,334,0.0034
8548,3,0.2130
8548,35,0.3498
8548,212,0.1662
8548,334,0.0034
8549,6,0.3305
8549,110,0.4267
8549,240,0.2820
8549,334,0.0034
8550,3,0.2130
8550,93,0.3792
8550,153,0.2475
8550,334,0.0034
8551,0,0.2404
8551,91,0.4007
8551,136,0.1094
8551,253,0.0928
8551,334,0.0034
8552,0,0.2404
8552,31,0.4723
8552,292,0.2842
8552,334,0.0034
8553,0,0.2404
8553,23,0.2091
8553,333,0.1981
8553,334,0.0034
8554,104,0.3247
8554,215,0.1889
8554,334,0.0034
8555,3,0.2130
8555,111,0.2370
8555,318,0.2098
8555,334,0.0034
8556,0,0.2404
8556,23,0.2091
8556,259,0.1986
8556,334,0.0034
8557,7,0.4586
8557,97,0.3064
8557,99,0.3044
8557,269,0.3040
8557,334,0.0034
8558,7,0.4586
8558,107,0.4289
8558,167,0.1339
8558,236,0.0992
8558,313,0.1019
8558,334,0.0034
8559,6,0.3305
8559,73,0.5145
8559,159,0.1034
8559,174,0.0987
8559,334,0.0034
8560,4,0.4678
8560,102,0.2815
8560,231,0.2171
8560,334,0.0034
8561,3,0.2130
8561,98,0.2199
8561,144,0.2268
8561,334,0.0034
8562,6,0.3305
8562,9,0.3584
8562,207,0.2448
8562,334,0.0034
8563,0,0.2404
8563,23,0.2091
8563,333,0.1981
8563,334,0.0034
8564,6,0.3305
8564,95,0.3682
8564,188,0.2328
8564,334,0.0034
8565,38,0.4333
8565,188,0.2328
8565,334,0.0034
8566,3,0.2130
8566,11,0.3290
8566,264,0.1976
8566,334,0.0034
8567,7,0.4586
8567,104,0.3247
8567,165,0.1078
8567,166,0.1074
8567,318,0.0699
8567,351,0.2364
8568,3,0.2130
8568,34,0.3870
8568,311,0.2001
8568,334,0.0034
8569,0,0.2404
8569,23,0.2091
8569,199,0.0942
8569,210,0.0898
8569,334,0.0034
8570,0,0.2404
8570,58,0.3123
8570,136,0.2187
8570,334,0.0034
8571,4,0.4678
8571,102,0.2815
8571,241,0.3279
8571,334,0.0034
8572,5,0.6361
8572,69,0.3874
8572,155,0.2330
8572,334,0.0034
8573,7,0.4586
8573,20,0.3633
8573,279,0.1513
8573,318,0.1049
8573,348,0.2099
8574,6,0.3305
8574,30,0.3764
8574,142,0.3161
8574,336,0.1215
8575,0,0.2404
8575,58,0.3123
8575,172,0.1933
8575,334,0.0034
8576,6,0.3305
8576,75,0.3468
8576,247,0.2680
8576,334,0.0034
8577,3,0.2130
8577,98,0.2199
8577,168,0.0836
8577,264,0.0988
8577,334,0.0034
8578,3,0.2130
8578,98,0.2199
8578,168,0.1673
8578,334,0.0034
8579,0,0.2404
8579,23,0.2091
8579,333,0.1981
8579,334,0.0034
8580,4,0.4678
8580,22,0.5574
8580,223,0.3478
8580,347,0.2068
8581,6,0.3305
8581,30,0.3764
8581,240,0.2820
8581,334,0.0034
8582,0,0.2404
8582,23,0.2091
8582,199,0.1885
8582,334,0.0034
8583,0,0.2404
8583,80,0.3705
8583,150,0.2334
8583,334,0.0034
8584,6,0.3305
8584,9,0.3584
8584,207,0.2448
8584,338,0.1499
8585,3,0.2130
8585,111,0.2370
8585,154,0.2512
8585,334,0.0034
8586,3,0.2130
8586,34,0.3870
8586,168,0.0836
8586,215,0.0945
8586,334,0.0034
8587,6,0.3305
8587,88,0.5531
8587,128,0.1282
8587,205,0.1296
8587,334,0.0034
8588,3,0.2130
8588,98,0.2199
8588,135,0.0616
8588,214,0.0544
8588,237,0.0592
8588,270,0.0480
8588,334,0.0034
8589,0,0.2404
8589,32,0.3200
8589,136,0.1094
8589,253,0.0928
8589,334,0.0034
8590,0,0.2404
8590,58,0.3123
8590,172,0.1933
8590,334,0.0034
8591,7,0.4586
8591,20,0.3633
8591,279,0.3025
8591,334,0.0034
8592,3,0.2130
8592,103,0.4514
8592,138,0.2223
8592,334,0.0034
8593,3,0.2130
8593,111,0.2370
8593,168,0.1673
8593,334,0.0034
8594,0,0.2404
8594,80,0.3705
8594,259,0.1986
8594,334,0.0034
8595,70,0.3208
8595,318,0.2098
8595,335,0.1009
8596,3,0.2130
8596,111,0.2370
